1,2016-01-23-46,2.0
1,2016-01-23-58,3.0
1,2016-01-23-70,3.0
1,2016-01-23-82,3.0
1,2016-01-23-94,3.0
1,2016-01-23-106,4.0
1,2016-01-23-118,5.0
1,2016-01-23-130,6.0
1,2016-01-23-142,7.0
1,2016-01-25-58,3.0
1,2016-01-25-70,3.0
1,2016-01-25-82,3.0
1,2016-01-25-94,3.0
1,2016-01-25-106,4.0
1,2016-01-25-118,5.0
1,2016-01-25-130,6.0
1,2016-01-25-142,7.0
1,2016-01-27-46,2.0
1,2016-01-27-58,3.0
1,2016-01-27-70,3.0
1,2016-01-27-82,3.0
1,2016-01-27-94,3.0
1,2016-01-27-106,4.0
1,2016-01-27-118,5.0
1,2016-01-27-130,6.0
1,2016-01-27-142,7.0
1,2016-01-29-58,3.0
1,2016-01-29-70,3.0
1,2016-01-29-82,3.0
1,2016-01-29-94,3.0
1,2016-01-29-106,4.0
1,2016-01-29-118,5.0
1,2016-01-29-130,6.0
1,2016-01-29-142,7.0
1,2016-01-31-46,2.0
1,2016-01-31-58,3.0
1,2016-01-31-70,3.0
1,2016-01-31-82,3.0
1,2016-01-31-94,3.0
1,2016-01-31-106,4.0
1,2016-01-31-118,5.0
1,2016-01-31-130,6.0
1,2016-01-31-142,7.0
2,2016-01-23-46,1.0
2,2016-01-23-58,1.0
2,2016-01-23-70,1.0
2,2016-01-23-82,1.0
2,2016-01-23-94,1.0
2,2016-01-23-106,1.0
2,2016-01-23-118,1.0
2,2016-01-23-130,1.0
2,2016-01-23-142,1.0
2,2016-01-25-58,1.0
2,2016-01-25-70,1.0
2,2016-01-25-82,1.0
2,2016-01-25-94,1.0
2,2016-01-25-106,1.0
2,2016-01-25-118,1.0
2,2016-01-25-130,1.0
2,2016-01-25-142,1.0
2,2016-01-27-46,1.0
2,2016-01-27-58,1.0
2,2016-01-27-70,1.0
2,2016-01-27-82,1.0
2,2016-01-27-94,1.0
2,2016-01-27-106,1.0
2,2016-01-27-118,1.0
2,2016-01-27-130,1.0
2,2016-01-27-142,1.0
2,2016-01-29-58,1.0
2,2016-01-29-70,1.0
2,2016-01-29-82,1.0
2,2016-01-29-94,1.0
2,2016-01-29-106,1.0
2,2016-01-29-118,1.0
2,2016-01-29-130,1.0
2,2016-01-29-142,1.0
2,2016-01-31-46,1.0
2,2016-01-31-58,1.0
2,2016-01-31-70,1.0
2,2016-01-31-82,1.0
2,2016-01-31-94,1.0
2,2016-01-31-106,1.0
2,2016-01-31-118,1.0
2,2016-01-31-130,1.0
2,2016-01-31-142,1.0
3,2016-01-23-46,1.0
3,2016-01-23-58,1.0
3,2016-01-23-70,1.0
3,2016-01-23-82,1.0
3,2016-01-23-94,1.0
3,2016-01-23-106,1.0
3,2016-01-23-118,1.0
3,2016-01-23-130,1.0
3,2016-01-23-142,1.0
3,2016-01-25-58,1.0
3,2016-01-25-70,1.0
3,2016-01-25-82,1.0
3,2016-01-25-94,1.0
3,2016-01-25-106,1.0
3,2016-01-25-118,1.0
3,2016-01-25-130,1.0
3,2016-01-25-142,1.0
3,2016-01-27-46,1.0
3,2016-01-27-58,1.0
